path_id,x,y,z,r,g,b
75,0.94,3.82,0.0,0.0,0.3,0.6
75,0.94,3.82,0.0,0.0,0.3,0.6
75,0.94,3.82,0.0,0.0,0.3,0.6
75,0.94,3.82,0.0,0.0,0.3,0.6
75,0.94,3.82,0.0,0.0,0.3,0.6
75,0.94,3.82,0.0,0.0,0.3,0.6
76,0.94,3.82,0.0,0.6,0.0,0.3
76,0.94,3.82,0.0,0.6,0.0,0.3
76,0.94,3.82,0.0,0.6,0.0,0.3
76,0.94,3.82,0.0,0.6,0.0,0.3
76,0.94,3.82,0.0,0.6,0.0,0.3
76,0.94,3.82,0.0,0.6,0.0,0.3
76,0.94,3.82,0.0,0.6,0.0,0.3
76,0.94,3.82,0.0,0.6,0.0,0.3
76,0.94,3.82,0.0,0.6,0.0,0.3
76,0.94,3.82,0.0,0.6,0.0,0.3
76,0.94,3.82,0.0,0.6,0.0,0.3
76,0.94,3.82,0.0,0.6,0.0,0.3
76,0.94,3.82,0.0,0.6,0.0,0.3
76,0.94,3.82,0.0,0.6,0.0,0.3
76,0.94,3.82,0.0,0.6,0.0,0.3
76,0.94,3.82,0.0,0.6,0.0,0.3
76,0.94,3.82,0.0,0.6,0.0,0.3
76,0.94,3.82,0.0,0.6,0.0,0.3
77,0.94,3.82,0.0,0.3,0.0,0.6
77,0.94,3.82,0.0,0.3,0.0,0.6
77,0.94,3.82,0.0,0.3,0.0,0.6
77,0.94,3.82,0.0,0.3,0.0,0.6
77,0.94,3.82,0.0,0.3,0.0,0.6
77,0.94,3.82,0.0,0.3,0.0,0.6
77,0.94,3.82,0.0,0.3,0.0,0.6
77,0.94,3.82,0.0,0.3,0.0,0.6
77,0.94,3.82,0.0,0.3,0.0,0.6
77,0.94,3.82,0.0,0.3,0.0,0.6
77,0.94,3.82,0.0,0.3,0.0,0.6
77,0.94,3.82,0.0,0.3,0.0,0.6
77,0.94,3.82,0.0,0.3,0.0,0.6
77,0.94,3.82,0.0,0.3,0.0,0.6
77,0.94,3.82,0.0,0.3,0.0,0.6
77,0.94,3.82,0.0,0.3,0.0,0.6
77,0.94,3.82,0.0,0.3,0.0,0.6
77,0.94,3.82,0.0,0.3,0.0,0.6
78,0.94,3.82,0.0,0.0,0.6,0.3
78,0.94,3.82,0.0,0.0,0.6,0.3
78,0.94,3.82,0.0,0.0,0.6,0.3
78,0.94,3.82,0.0,0.0,0.6,0.3
78,0.94,3.82,0.0,0.0,0.6,0.3
78,0.94,3.82,0.0,0.0,0.6,0.3
78,0.94,3.82,0.0,0.0,0.6,0.3
78,0.94,3.82,0.0,0.0,0.6,0.3
78,0.94,3.82,0.0,0.0,0.6,0.3
78,0.94,3.82,0.0,0.0,0.6,0.3
78,0.94,3.82,0.0,0.0,0.6,0.3
78,0.94,3.82,0.0,0.0,0.6,0.3
78,0.94,3.82,0.0,0.0,0.6,0.3
78,0.94,3.82,0.0,0.0,0.6,0.3
78,0.94,3.82,0.0,0.0,0.6,0.3
78,0.94,3.82,0.0,0.0,0.6,0.3
78,0.94,3.82,0.0,0.0,0.6,0.3
79,0.94,3.82,0.0,0.9,0.4,0.1
79,0.94,3.82,0.0,0.9,0.4,0.1
79,0.94,3.82,0.0,0.9,0.4,0.1
79,0.94,3.82,0.0,0.9,0.4,0.1
79,0.94,3.82,0.0,0.9,0.4,0.1
79,0.94,3.82,0.0,0.9,0.4,0.1
79,0.94,3.82,0.0,0.9,0.4,0.1
79,0.94,3.82,0.0,0.9,0.4,0.1
79,0.94,3.82,0.0,0.9,0.4,0.1
79,0.94,3.82,0.0,0.9,0.4,0.1
79,0.94,3.82,0.0,0.9,0.4,0.1
79,0.94,3.82,0.0,0.9,0.4,0.1
79,0.94,3.82,0.0,0.9,0.4,0.1
79,0.94,3.82,0.0,0.9,0.4,0.1
79,0.94,3.82,0.0,0.9,0.4,0.1
79,0.94,3.82,0.0,0.9,0.4,0.1
79,0.94,3.82,0.0,0.9,0.4,0.1
79,0.94,3.82,0.0,0.9,0.4,0.1
79,0.94,3.82,0.0,0.9,0.4,0.1
79,0.94,3.82,0.0,0.9,0.4,0.1
80,0.94,3.82,0.0,0.4,0.9,0.1
80,0.94,3.82,0.0,0.4,0.9,0.1
80,0.94,3.82,0.0,0.4,0.9,0.1
80,0.94,3.82,0.0,0.4,0.9,0.1
80,0.94,3.82,0.0,0.4,0.9,0.1
80,0.94,3.82,0.0,0.4,0.9,0.1
80,0.94,3.82,0.0,0.4,0.9,0.1
80,0.94,3.82,0.0,0.4,0.9,0.1
80,0.94,3.82,0.0,0.4,0.9,0.1
80,0.94,3.82,0.0,0.4,0.9,0.1
80,0.94,3.82,0.0,0.4,0.9,0.1
80,0.94,3.82,0.0,0.4,0.9,0.1
80,0.94,3.82,0.0,0.4,0.9,0.1
80,0.94,3.82,0.0,0.4,0.9,0.1
80,0.94,3.82,0.0,0.4,0.9,0.1
80,0.94,3.82,0.0,0.4,0.9,0.1
80,0.94,3.82,0.0,0.4,0.9,0.1
81,2.75,13.74,0.0,0.1,0.4,0.9
81,2.75,13.74,0.0,0.1,0.4,0.9
81,2.75,13.74,0.0,0.1,0.4,0.9
81,2.75,13.74,0.0,0.1,0.4,0.9
81,2.75,13.74,0.0,0.1,0.4,0.9
81,2.75,13.74,0.0,0.1,0.4,0.9
81,2.75,13.74,0.0,0.1,0.4,0.9
81,2.75,13.74,0.0,0.1,0.4,0.9
81,2.75,13.74,0.0,0.1,0.4,0.9
81,2.75,13.74,0.0,0.1,0.4,0.9
81,2.75,13.74,0.0,0.1,0.4,0.9
81,2.75,13.74,0.0,0.1,0.4,0.9
81,2.81,13.55,0.0,0.1,0.4,0.9
81,2.79,13.52,0.0,0.1,0.4,0.9
81,2.79,13.53,0.0,0.1,0.4,0.9
81,2.59,13.27,0.0,0.1,0.4,0.9
81,2.46,13.2,0.0,0.1,0.4,0.9
81,2.46,13.2,0.0,0.1,0.4,0.9
81,2.14,13.18,0.0,0.1,0.4,0.9
81,1.47,13.17,0.0,0.1,0.4,0.9
81,1.14,13.17,0.0,0.1,0.4,0.9
81,0.74,13.14,0.0,0.1,0.4,0.9
81,0.5,13.02,0.0,0.1,0.4,0.9
81,0.43,12.74,0.0,0.1,0.4,0.9
82,0.34,12.02,0.0,0.9,0.1,0.4
82,0.4,11.73,0.0,0.9,0.1,0.4
82,0.46,11.42,0.0,0.9,0.1,0.4
82,0.46,11.42,0.0,0.9,0.1,0.4
82,0.36,10.68,0.0,0.9,0.1,0.4
82,0.17,10.57,0.0,0.9,0.1,0.4
82,-0.03,10.49,0.0,0.9,0.1,0.4
82,-0.41,10.39,0.0,0.9,0.1,0.4
82,-0.6,10.31,0.0,0.9,0.1,0.4
82,-1.07,10.03,0.0,0.9,0.1,0.4
82,-1.3,9.89,0.0,0.9,0.1,0.4
82,-1.85,9.64,0.0,0.9,0.1,0.4
82,-2.16,9.35,0.0,0.9,0.1,0.4
82,-1.95,9.18,0.0,0.9,0.1,0.4
83,-0.45,9.27,0.0,0.1,0.9,0.4
83,-0.45,9.27,0.0,0.1,0.9,0.4
83,-0.45,9.27,0.0,0.1,0.9,0.4
83,-0.24,9.15,0.0,0.1,0.9,0.4
83,-0.04,9.0,0.0,0.1,0.9,0.4
83,0.18,8.87,0.0,0.1,0.9,0.4
83,0.41,8.72,0.0,0.1,0.9,0.4
83,0.85,8.55,0.0,0.1,0.9,0.4
83,1.32,8.58,0.0,0.1,0.9,0.4
83,1.55,8.04,0.0,0.1,0.9,0.4
83,1.46,7.75,0.0,0.1,0.9,0.4
83,1.37,7.5,0.0,0.1,0.9,0.4
83,1.3,7.26,0.0,0.1,0.9,0.4
83,1.21,7.0,0.0,0.1,0.9,0.4
84,1.07,6.47,0.0,0.4,0.1,0.9
84,1.07,6.47,0.0,0.4,0.1,0.9
84,1.07,6.47,0.0,0.4,0.1,0.9
84,1.01,6.22,0.0,0.4,0.1,0.9
84,0.96,5.99,0.0,0.4,0.1,0.9
84,0.89,5.73,0.0,0.4,0.1,0.9
84,0.85,5.46,0.0,0.4,0.1,0.9
84,0.85,5.46,0.0,0.4,0.1,0.9
84,0.79,5.19,0.0,0.4,0.1,0.9
84,0.74,4.96,0.0,0.4,0.1,0.9
84,0.68,4.72,0.0,0.4,0.1,0.9
84,0.58,4.26,0.0,0.4,0.1,0.9
84,0.51,4.09,0.0,0.4,0.1,0.9
84,0.39,3.99,0.0,0.4,0.1,0.9
84,0.13,3.88,0.0,0.4,0.1,0.9
84,-0.0,3.79,0.0,0.4,0.1,0.9
84,-0.18,3.57,0.0,0.4,0.1,0.9
85,-0.31,3.35,0.0,0.7,0.7,0.7
85,-0.31,3.35,0.0,0.7,0.7,0.7
85,-0.31,3.35,0.0,0.7,0.7,0.7
85,-0.42,3.16,0.0,0.7,0.7,0.7
85,-0.5,2.91,0.0,0.7,0.7,0.7
85,-0.89,2.72,0.0,0.7,0.7,0.7
85,-1.43,2.58,0.0,0.7,0.7,0.7
85,-1.88,2.25,0.0,0.7,0.7,0.7
85,-2.53,1.74,0.0,0.7,0.7,0.7
85,-2.74,1.69,0.0,0.7,0.7,0.7
85,-2.91,1.71,0.0,0.7,0.7,0.7
85,-3.09,1.83,0.0,0.7,0.7,0.7
85,-3.09,1.83,0.0,0.7,0.7,0.7
86,-3.35,2.41,0.0,0.3,0.3,0.3
86,-3.35,2.41,0.0,0.3,0.3,0.3
86,-3.35,2.41,0.0,0.3,0.3,0.3
86,-3.47,2.71,0.0,0.3,0.3,0.3
86,-3.51,2.91,0.0,0.3,0.3,0.3
86,-3.56,3.1,0.0,0.3,0.3,0.3
86,-3.47,3.32,0.0,0.3,0.3,0.3
86,-3.38,3.4,0.0,0.3,0.3,0.3
86,-2.56,3.53,0.0,0.3,0.3,0.3
86,-2.35,3.56,0.0,0.3,0.3,0.3
86,-2.12,3.7,0.0,0.3,0.3,0.3
86,-2.01,3.91,0.0,0.3,0.3,0.3
86,-2.06,4.09,0.0,0.3,0.3,0.3
86,-2.11,4.2,0.0,0.3,0.3,0.3
86,-2.21,4.32,0.0,0.3,0.3,0.3
87,-2.59,4.62,0.0,1.0,0.6,0.6
87,-2.59,4.62,0.0,1.0,0.6,0.6
87,-2.59,4.62,0.0,1.0,0.6,0.6
87,-2.79,4.75,0.0,1.0,0.6,0.6
87,-2.95,4.87,0.0,1.0,0.6,0.6
87,-3.01,4.92,0.0,1.0,0.6,0.6
87,-3.01,4.92,0.0,1.0,0.6,0.6
87,-3.12,5.18,0.0,1.0,0.6,0.6
87,-3.12,5.18,0.0,1.0,0.6,0.6
87,-3.25,5.42,0.0,1.0,0.6,0.6
87,-3.4,5.64,0.0,1.0,0.6,0.6
87,-3.48,5.78,0.0,1.0,0.6,0.6
87,-3.43,6.05,0.0,1.0,0.6,0.6
87,-3.21,6.32,0.0,1.0,0.6,0.6
87,-3.06,6.44,0.0,1.0,0.6,0.6
88,-2.58,6.56,0.0,0.6,1.0,0.6
88,-2.58,6.56,0.0,0.6,1.0,0.6
88,-2.58,6.56,0.0,0.6,1.0,0.6
88,-2.58,6.56,0.0,0.6,1.0,0.6
88,-2.38,6.48,0.0,0.6,1.0,0.6
88,-2.33,6.49,0.0,0.6,1.0,0.6
88,-2.34,6.6,0.0,0.6,1.0,0.6
88,-2.36,6.67,0.0,0.6,1.0,0.6
88,-2.53,6.9,0.0,0.6,1.0,0.6
88,-2.63,7.35,0.0,0.6,1.0,0.6
88,-2.58,7.59,0.0,0.6,1.0,0.6
88,-2.58,7.75,0.0,0.6,1.0,0.6
88,-2.62,7.92,0.0,0.6,1.0,0.6
88,-2.76,8.22,0.0,0.6,1.0,0.6
88,-2.76,8.22,0.0,0.6,1.0,0.6
88,-3.0,8.78,0.0,0.6,1.0,0.6
88,-2.86,9.03,0.0,0.6,1.0,0.6
88,-2.71,9.13,0.0,0.6,1.0,0.6
90,-2.1,9.66,0.0,1.0,0.8,0.6
90,-2.1,9.66,0.0,1.0,0.8,0.6
90,-1.94,9.86,0.0,1.0,0.8,0.6
90,-1.8,9.96,0.0,1.0,0.8,0.6
90,-1.31,9.96,0.0,1.0,0.8,0.6
90,-1.21,9.89,0.0,1.0,0.8,0.6
90,-1.06,9.8,0.0,1.0,0.8,0.6
90,-0.96,9.7,0.0,1.0,0.8,0.6
90,-0.64,9.4,0.0,1.0,0.8,0.6
90,-0.23,9.23,0.0,1.0,0.8,0.6
90,0.23,8.75,0.0,1.0,0.8,0.6
91,1.14,8.51,0.0,0.8,1.0,0.6
91,1.14,8.51,0.0,0.8,1.0,0.6
91,1.14,8.51,0.0,0.8,1.0,0.6
91,1.43,8.6,0.0,0.8,1.0,0.6
91,1.43,8.6,0.0,0.8,1.0,0.6
91,1.74,8.65,0.0,0.8,1.0,0.6
91,2.06,8.71,0.0,0.8,1.0,0.6
91,2.35,8.76,0.0,0.8,1.0,0.6
91,2.71,8.86,0.0,0.8,1.0,0.6
91,2.66,9.1,0.0,0.8,1.0,0.6
91,2.35,8.98,0.0,0.8,1.0,0.6
91,2.3,8.96,0.0,0.8,1.0,0.6
91,2.02,8.88,0.0,0.8,1.0,0.6
91,1.74,8.77,0.0,0.8,1.0,0.6
91,1.74,8.77,0.0,0.8,1.0,0.6
91,1.18,8.58,0.0,0.8,1.0,0.6
91,1.18,8.58,0.0,0.8,1.0,0.6
92,0.89,8.46,0.0,0.6,1.0,0.8
92,0.89,8.46,0.0,0.6,1.0,0.8
92,0.89,8.46,0.0,0.6,1.0,0.8
92,0.89,8.46,0.0,0.6,1.0,0.8
92,0.89,8.46,0.0,0.6,1.0,0.8
92,0.58,8.32,0.0,0.6,1.0,0.8
92,0.58,8.32,0.0,0.6,1.0,0.8
92,0.27,8.19,0.0,0.6,1.0,0.8
92,-0.05,8.08,0.0,0.6,1.0,0.8
92,-0.05,8.08,0.0,0.6,1.0,0.8
92,-0.45,7.93,0.0,0.6,1.0,0.8
92,-0.81,8.07,0.0,0.6,1.0,0.8
92,-0.85,8.32,0.0,0.6,1.0,0.8
92,-0.85,8.32,0.0,0.6,1.0,0.8
92,-0.88,8.57,0.0,0.6,1.0,0.8
92,-0.92,8.8,0.0,0.6,1.0,0.8
93,-0.9,8.98,0.0,0.8,0.6,1.0
93,-0.9,8.98,0.0,0.8,0.6,1.0
93,-0.9,8.98,0.0,0.8,0.6,1.0
93,-0.73,9.21,0.0,0.8,0.6,1.0
93,-0.56,9.46,0.0,0.8,0.6,1.0
93,-0.56,9.46,0.0,0.8,0.6,1.0
93,-0.39,9.71,0.0,0.8,0.6,1.0
93,-0.23,9.94,0.0,0.8,0.6,1.0
93,-0.08,10.2,0.0,0.8,0.6,1.0
93,0.13,10.43,0.0,0.8,0.6,1.0
93,0.13,10.43,0.0,0.8,0.6,1.0
93,0.35,10.68,0.0,0.8,0.6,1.0
93,0.59,10.9,0.0,0.8,0.6,1.0
93,1.03,11.38,0.0,0.8,0.6,1.0
93,1.24,11.63,0.0,0.8,0.6,1.0
94,2.15,11.85,0.0,1.0,0.6,0.8
94,2.15,11.85,0.0,1.0,0.6,0.8
94,2.15,11.85,0.0,1.0,0.6,0.8
94,2.26,11.64,0.0,1.0,0.6,0.8
94,2.26,11.64,0.0,1.0,0.6,0.8
94,2.36,11.4,0.0,1.0,0.6,0.8
94,2.47,11.16,0.0,1.0,0.6,0.8
94,2.47,11.16,0.0,1.0,0.6,0.8
94,2.6,10.93,0.0,1.0,0.6,0.8
94,2.71,10.66,0.0,1.0,0.6,0.8
94,2.82,10.42,0.0,1.0,0.6,0.8
94,2.93,10.19,0.0,1.0,0.6,0.8
94,3.04,9.95,0.0,1.0,0.6,0.8
94,3.12,9.75,0.0,1.0,0.6,0.8
94,3.19,9.48,0.0,1.0,0.6,0.8
94,3.28,9.21,0.0,1.0,0.6,0.8
94,3.27,8.65,0.0,1.0,0.6,0.8
94,2.87,8.29,0.0,1.0,0.6,0.8
95,2.24,7.62,0.0,0.6,0.8,1.0
95,2.18,7.44,0.0,0.6,0.8,1.0
95,2.13,7.17,0.0,0.6,0.8,1.0
95,2.13,7.17,0.0,0.6,0.8,1.0
95,2.13,7.17,0.0,0.6,0.8,1.0
95,2.05,6.9,0.0,0.6,0.8,1.0
95,1.87,6.47,0.0,0.6,0.8,1.0
95,1.97,6.32,0.0,0.6,0.8,1.0
95,1.97,6.32,0.0,0.6,0.8,1.0
95,2.24,5.96,0.0,0.6,0.8,1.0
95,2.31,5.72,0.0,0.6,0.8,1.0
95,2.36,5.5,0.0,0.6,0.8,1.0
95,2.43,5.3,0.0,0.6,0.8,1.0
95,2.53,5.06,0.0,0.6,0.8,1.0
95,2.56,5.01,0.0,0.6,0.8,1.0
95,3.01,4.9,0.0,0.6,0.8,1.0
95,3.22,4.86,0.0,0.6,0.8,1.0
95,3.45,4.78,0.0,0.6,0.8,1.0
95,3.68,4.71,0.0,0.6,0.8,1.0
96,4.16,4.54,0.0,0.5,0.5,0.2
96,4.16,4.54,0.0,0.5,0.5,0.2
96,4.16,4.54,0.0,0.5,0.5,0.2
96,4.41,4.47,0.0,0.5,0.5,0.2
96,4.41,4.47,0.0,0.5,0.5,0.2
96,4.64,4.21,0.0,0.5,0.5,0.2
96,4.4,3.78,0.0,0.5,0.5,0.2
96,4.02,3.67,0.0,0.5,0.5,0.2
96,3.86,3.67,0.0,0.5,0.5,0.2
96,3.56,3.8,0.0,0.5,0.5,0.2
96,3.37,4.02,0.0,0.5,0.5,0.2
96,3.29,4.34,0.0,0.5,0.5,0.2
96,3.24,4.81,0.0,0.5,0.5,0.2
96,3.06,5.01,0.0,0.5,0.5,0.2
98,1.84,5.4,0.0,0.0,1.0,0.0
98,1.84,5.4,0.0,0.0,1.0,0.0
98,1.66,5.65,0.0,0.0,1.0,0.0
98,1.52,5.89,0.0,0.0,1.0,0.0
98,1.19,6.33,0.0,0.0,1.0,0.0
98,1.19,6.33,0.0,0.0,1.0,0.0
98,1.0,6.52,0.0,0.0,1.0,0.0
98,0.61,6.89,0.0,0.0,1.0,0.0
98,-0.12,7.27,0.0,0.0,1.0,0.0
98,-0.35,7.43,0.0,0.0,1.0,0.0
98,-0.89,7.61,0.0,0.0,1.0,0.0
98,-1.0,7.41,0.0,0.0,1.0,0.0
98,-1.02,7.32,0.0,0.0,1.0,0.0
99,-0.95,6.57,0.0,0.0,0.0,1.0
99,-0.95,6.57,0.0,0.0,0.0,1.0
99,-0.95,6.57,0.0,0.0,0.0,1.0
99,-1.07,6.04,0.0,0.0,0.0,1.0
99,-1.2,5.67,0.0,0.0,0.0,1.0
99,-1.32,5.53,0.0,0.0,0.0,1.0
99,-1.53,5.42,0.0,0.0,0.0,1.0
99,-1.77,5.31,0.0,0.0,0.0,1.0
99,-2.03,5.21,0.0,0.0,0.0,1.0
99,-2.54,5.04,0.0,0.0,0.0,1.0
99,-2.76,4.97,0.0,0.0,0.0,1.0
99,-2.92,4.9,0.0,0.0,0.0,1.0
99,-3.23,4.51,0.0,0.0,0.0,1.0
99,-3.26,4.35,0.0,0.0,0.0,1.0
99,-3.22,4.08,0.0,0.0,0.0,1.0
99,-3.14,3.94,0.0,0.0,0.0,1.0
99,-3.03,3.82,0.0,0.0,0.0,1.0
100,-2.64,3.18,0.0,1.0,1.0,0.0
100,-2.81,3.2,0.0,1.0,1.0,0.0
100,-3.05,3.28,0.0,1.0,1.0,0.0
100,-3.05,3.28,0.0,1.0,1.0,0.0
100,-3.05,3.28,0.0,1.0,1.0,0.0
100,-3.05,3.28,0.0,1.0,1.0,0.0
100,-3.05,3.28,0.0,1.0,1.0,0.0
100,-3.05,3.28,0.0,1.0,1.0,0.0
100,-3.29,3.37,0.0,1.0,1.0,0.0
100,-3.28,3.54,0.0,1.0,1.0,0.0
100,-2.97,4.05,0.0,1.0,1.0,0.0
100,-2.67,4.57,0.0,1.0,1.0,0.0
100,-2.07,5.41,0.0,1.0,1.0,0.0
101,-1.68,5.6,0.0,1.0,0.0,1.0
101,-1.0,5.9,0.0,1.0,0.0,1.0
101,-0.73,6.28,0.0,1.0,0.0,1.0
101,-0.67,6.48,0.0,1.0,0.0,1.0
101,-0.59,6.73,0.0,1.0,0.0,1.0
101,-0.43,6.98,0.0,1.0,0.0,1.0
101,-0.43,6.98,0.0,1.0,0.0,1.0
101,-0.28,7.22,0.0,1.0,0.0,1.0
101,0.01,7.71,0.0,1.0,0.0,1.0
